,review_content,rating
19867,  Excellent product,5.0 out of 5 stars
19868,  Good product from Samsung.,5.0 out of 5 stars
19869,"  It's just a regular sd card, no problems, no complaints, nothing outstanding",5.0 out of 5 stars
19870,  Useless SD card. Too slow for 6k video recording with 360 one x. Don't buy it if are looking for insta 360 one x.,1.0 out of 5 stars
19871,  The SD card has stopped working. I'm unable to retrieve my important songs and musics which I stored there. Can it be replaced or repaired? I'm quite upset...,1.0 out of 5 stars
19872,"  It's a good product , I got it on time",5.0 out of 5 stars
19873,  Best,4.0 out of 5 stars
19874,  Memery cards are getting cheaper and cheaper.,5.0 out of 5 stars
19875,  Good one,5.0 out of 5 stars
19876,  Slow writing speed(20mb/s) but read speed (95mb/s),4.0 out of 5 stars
19877,  Good product,5.0 out of 5 stars
19878,  Best mmc i ever used,5.0 out of 5 stars
19879,  Cheap and best,5.0 out of 5 stars
19880,"  its a nice product,but its not compatible in mi 4,its working only in samsung,please check and buy,rates are showing different",4.0 out of 5 stars
19881,  There are many pirated sd card of Samsung on amazon. I bought original sd card of Samsung but i got pirated one.,1.0 out of 5 stars
19882,  Good one..not much speed as expected.but its good,5.0 out of 5 stars
19883,  Overall a good product,5.0 out of 5 stars
19884,  Nice,5.0 out of 5 stars
19885,  Good product...,4.0 out of 5 stars
19886,  EXCELLENT SD card and data transfer rate is very good,5.0 out of 5 stars
19887,"  Must want to buy this product in amazon. Com.Value for money and storage capacity is also good, good product by samsung",4.0 out of 5 stars
19888,"  Very cheap quality and it is not an original one look like a used one also, I have purchased it and delivered defective item then I had proceed to replace it again it was defective, very bad...",1.0 out of 5 stars
19889,"  As expected, hope it'll work for mamy coming years 👍",5.0 out of 5 stars
19890,  Not good it has corrupted within month,5.0 out of 5 stars
19891,  Good Product,4.0 out of 5 stars
19892,  Not found 64gb in this memory card.found only 59.2 GB only in this memory card.,4.0 out of 5 stars
19893,  Very good,5.0 out of 5 stars
19894,  Affordable Grade 3 memory card. Didn't face lag with GoPro. 4hrs of 1080/60FPS.,4.0 out of 5 stars
19895,  I tested it out against Strontium nitro and this one isn't keeping up with it. Thumbs down.,3.0 out of 5 stars
19896,  Price is high but product's quality is not comparable.building quality is very stern and well built.transfer speed is amazing.recomended to those who want to buy new storage,5.0 out of 5 stars
19897,  Nice product,5.0 out of 5 stars
19898,  Good one,4.0 out of 5 stars
19899,  All about the product is good. Except installation. Iam feeling difficult to insert it in my Samsung Galaxy m30s.,5.0 out of 5 stars
19900,  nice to purchase it o ly 619 rs.and i aldo got 10% discount after paying through amazon pay and 10%on money added so sum up found to be 499 rs.,5.0 out of 5 stars
19901,"  My friend stole it, curse you! Sunny brown,It was nice tho!",5.0 out of 5 stars
19902,  Good speed,5.0 out of 5 stars
19903,  Its look like orignal but totally a fake product.Its showing only 23gb storage space and its a sdsc card.,1.0 out of 5 stars
19904,  very poor. It didnot even read in my go pro and laptop (card reader). WTF. Waste of paying 1300. I cant even get it returned. very poor management by amazon,1.0 out of 5 stars
19905,  Genuine product. Recommended for all.,5.0 out of 5 stars
19906,  It is very bad Samsung memory card.I purchased 32 GB sd cardIt is not supported10 year warranty is fake,1.0 out of 5 stars
19907,  Nice,5.0 out of 5 stars
19908,  Very good quality,5.0 out of 5 stars
19909,  Best memory card in the world.better than sandisk. Huge discount at 619 cost,5.0 out of 5 stars
19910,  Solid speed...happy,5.0 out of 5 stars
19911,  Does what it says .go for it.excellent,5.0 out of 5 stars
19912,  Brought it in a deal. Good read and right speeds. Works really well and its an original product only.,5.0 out of 5 stars
19913,  Value for money,4.0 out of 5 stars
19914,  Amazing product but when I inserted it into my phone it asked me for format .Although amazing .,5.0 out of 5 stars
19915,  Grt Value for money,5.0 out of 5 stars
19916,  Best quality product. Fast functions.Easy installation.,5.0 out of 5 stars
19917,"  Very very slow or mine is defective, even sdhc card bought 10 years back is faster.delivered after the promised time.",1.0 out of 5 stars
19918,  Nice,5.0 out of 5 stars
19919,  Ordered for my mother. I guess it works,5.0 out of 5 stars
19920,  This is fake product don't buy.,1.0 out of 5 stars
19921,  Within four month card was damaged,1.0 out of 5 stars
19922,  Using Samsung Evo  plus memory card 64GB for a week so far Its working smoothly no issues worth buying,5.0 out of 5 stars
19923,  Bit expensive,5.0 out of 5 stars
19924,  Its been more then 2years(exactly I don't remember the date when I purchased it) but I am still using it perfectly without any problem! Thumbs up!,5.0 out of 5 stars
19925,  Good performance easy to use,5.0 out of 5 stars
19926,  I like,5.0 out of 5 stars
19927,  Authentic  product,5.0 out of 5 stars
19928,  No need stars,1.0 out of 5 stars
19929,"  Using as a storage card in a car dash cam, 70mai. Working fine for more than 2 months now.",5.0 out of 5 stars
19930,  This is U1If you want to spend a little more....u can get U3 which will also support 4k recording at 60fps,5.0 out of 5 stars
19931,  Good read and write speeds.Close to what is advertised.,4.0 out of 5 stars
19932,  nice,5.0 out of 5 stars
19933,  Good product,4.0 out of 5 stars
19934,  working nicely,5.0 out of 5 stars
19935,  Nicenice,5.0 out of 5 stars
19936,  Best for the memory card with adapter used by laptop and cams.it is Rs 499  i purchasing this micro sd 32gb best price of amazon. Duarbility is great for samsung,4.0 out of 5 stars
19937,  Ok,3.0 out of 5 stars
19938,  Memory card was missing in product package,1.0 out of 5 stars
19939,  Storage capacity,5.0 out of 5 stars
19940,  Storage 119/128 free... original samsung product,5.0 out of 5 stars
19941,  High  speed  memorycard  good  for  price,5.0 out of 5 stars
19942,  I ordered a 32 GB memory card when I receive this card it's memory shows only 15.8 GB. Not actually a 32 GB card. It is totally a waste of money,1.0 out of 5 stars
19943,"  Delivered the next day, Product excellent, got 121 Gb space free, needed to format once inserted in mobile, speed around 45 MB/s, Made in Philippines on card, Card border color white,",5.0 out of 5 stars
19944,  Really nice memory card with full storage 32.3gb . I love it .,5.0 out of 5 stars
19945,  Excellent,5.0 out of 5 stars
19946,  speed classFast delivery,4.0 out of 5 stars
19947,  Great Buy !!,5.0 out of 5 stars
19948,  It's a good product,3.0 out of 5 stars
19949,  Order for father now using it but not working  for Alcatel A10 tablet,4.0 out of 5 stars
19950,  Good one. But can't be used for 4k video shoots. I tried in my GoPro Hero6 .Works good upto 2.7k but lags while shooting 4k videos.,3.0 out of 5 stars
19951,  Good product quality.,5.0 out of 5 stars
19952,  Good product.,4.0 out of 5 stars
19953,  Damaged while running don't buy,5.0 out of 5 stars
19954,  Go for it,4.0 out of 5 stars
19955,  Reading and writing speed is low. Otherwise it's a great memory card.,5.0 out of 5 stars
19956,  Good product; worth it. Offers 29.8 gb of storage. Besides it samsung. So go ahead.,5.0 out of 5 stars
19957,  Overall good product,5.0 out of 5 stars
19958,  Can use it to any devices working fine with my Samsung mobile,5.0 out of 5 stars
19959,  Good product... Brought for car camcorder... Working fine,5.0 out of 5 stars
19960,  Worst product I have buyed this memory cardSamsung 128 GB After 9 months it has stopped working,1.0 out of 5 stars
19961,  Card works as advertised and arrived in decent time.,5.0 out of 5 stars
19962,  The packing is good.The memory card having the speed of 19-20mbps when i transferred files from lappy.The product is good.,4.0 out of 5 stars
19963,"  Great storage capacity  ,best in class",5.0 out of 5 stars
19964,  Its a good product comes with brand of samsung.,4.0 out of 5 stars
19965,  Nice product,5.0 out of 5 stars
19966,  Best memory card in that price,5.0 out of 5 stars
19967,  Best,5.0 out of 5 stars
19968,  Good to have same company product used in Samsung Mobile.,5.0 out of 5 stars
19969,  Good time delivery and i have been using for camera,5.0 out of 5 stars
19970,"  Very good, copying speed is very fast and retrieving data is also very fast. Not sure if the price mentioned here is same as market price",5.0 out of 5 stars
19971,  Samsung card but manufacturing chaina,3.0 out of 5 stars
19972,  Nice,5.0 out of 5 stars
19973,  Good one..,4.0 out of 5 stars
19974,  Good Product and Good speedEasily detected by phone.tranfer speed is also high upto 2mbps.Read speed is slightly slow.,4.0 out of 5 stars
19975,  Product & delivery.,5.0 out of 5 stars
19976,  Nice quality product fast delivery value for money,5.0 out of 5 stars
19977,  Nice product,5.0 out of 5 stars
19978,"  The Samsung EVO, 32 GB Micro SDHC Memory card is good, and I recomend",5.0 out of 5 stars
19979,  Good,4.0 out of 5 stars
19980,  Good one,5.0 out of 5 stars
19981,  Very nice sd card. It is fast and durable. This is Samsung.  Highly recommend,5.0 out of 5 stars
19982,"  Bought it for 619rs, works really amazing and read and write speed are great under this price its a steal.can go for it.",5.0 out of 5 stars
19983,  Showing 59.59 GB capacity.,5.0 out of 5 stars
19984,  Right now it's running good but in future except to be good,5.0 out of 5 stars
19985,  I loved it using the same card for a year still works fab i bought another one of this and is also works fineI think you should go for it,5.0 out of 5 stars
19986,"  Better than the Sandisk class 10 card, for it is not just a class 10 card, but UHS 3 too.The Sandisk card is UHS 1 only.",4.0 out of 5 stars
19987,  Takes,5.0 out of 5 stars
19988,  I had placed the card in s9 plus mobile. When I checked its showing 119gb free space and 7 mb used . What happend to remaining 9gb?,1.0 out of 5 stars
19989,  Good one....give good transfer speed...,4.0 out of 5 stars
19990,  Good memory,5.0 out of 5 stars
19991,  Good,5.0 out of 5 stars
19992,  Memory card has a  space of 59 gb .speed of memory card is good. But not work in the speed they mentioned.,4.0 out of 5 stars
19993,  This Samsung evo card is awesome & less in price than any other SD card. It's a good deal.,5.0 out of 5 stars
19994,  A best quality product from a trustable brand! I'm totally satisfied with my purchase!,5.0 out of 5 stars
19995,  I like it,5.0 out of 5 stars
19996,  It's a good product.,5.0 out of 5 stars
19997,  Good product,4.0 out of 5 stars
19998,  Excellent product,5.0 out of 5 stars
19999,"  Excellent product no doubt, Best product provide by amazon. 👌👌👌👌👌Thanks Amazon👍👍",5.0 out of 5 stars
20000,  working perfectly....,5.0 out of 5 stars
20001,  Very good data transfer speed,5.0 out of 5 stars
20002,  I liked the card because its storage capacity is 59.59...i got surprise which is higher than any other brands of card till now i have seen ever...,5.0 out of 5 stars
